name,series,brand,price,gender,made_in,movement,case_material,strap_material,glass,reference_number
Raymond Weil - Freelancer,Freelancer,Raymond Weil,"EGP 153,790.00",Women,Switzerland,Automatic,Stainless steel with rose gold PVD plating and black ceramic bezel,Stainless steel with rose gold PVD plating,Sapphire with anti-reflective coating on both sides,2755.S51.97001
Raymond Weil - Freelancer,Freelancer,Raymond Weil,"EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Leather,Sapphire with anti-glare treatment on both sides,2761.STC.50001
Raymond Weil - Maestro,Maestro,Raymond Weil,"EGP 83,110.00",Men,Switzerland,Automatic,Stainless Steel with Rose Gold PVD Plating,Stainless Steel,Scratch-resistant sapphire crystal,2227.SP5.20021
Frederique Constant - Horological Smartwatch,Horological Smartwatch,Frederique Constant,"EGP 55,020.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Sapphire Crystal,FC-285LNS5B6
Frederique Constant - Smartwatch Ladies Vitality,Smartwatch Ladies Vitality,Frederique Constant,"EGP 52,880.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire crystal,FC-286BG3B2B
Frederique Constant - Smartwatch Vitality Gents,Smartwatch Vitality Gents,Frederique Constant,"EGP 52,880.00",Men,Switzerland,Quartz,Stainless Steel,Rubber,Resistant Sapphire Crystal,FC-287B5B6
Frederique Constant - Smartwatch Vitality Gents,Smartwatch Vitality Gents,Frederique Constant,"EGP 63,460.00",Men,Switzerland,Quartz,Stainless steel,Rubber,Glass:  Resistant Sapphire Crystal,FC-287BG5B4
Frederique Constant - Smartwatch Vitality Gents,Smartwatch Vitality Gents,Frederique Constant,"EGP 52,880.00",Men,Switzerland,Quartz,Stainless Steel,Rubber,Resistant Sapphire Crystal,FC-287BS5B6
Frederique Constant - Smartwatch Vitality Gents,Smartwatch Vitality Gents,Frederique Constant,"EGP 55,020.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-287N5B6B
Frederique Constant - Classics Quartz Chronograph Ladies,Classics Quartz Chronograph Ladies,Frederique Constant,"EGP 76,170.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-291MPWD2R2B
Frederique Constant - Highlife Automatic COSC,Highlife Automatic COSC,Frederique Constant,"EGP 119,670.00",Men,Switzerland,Automatic,Stainless steel,Leather,Resistant Sapphire Crystal,FC-303B4NH4
Frederique Constant - Highlife Automatic,Highlife Automatic,Frederique Constant,"EGP 84,620.00",Women,Switzerland,Automatic,Stainless Steel,Stainless Steel,Resistant Sapphire Crystal,FC-303LG2NH6B
Lacoste - Victoria White,Victoria White,Lacoste,"EGP 6,060.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2000827
Lacoste - Moon,Moon,Lacoste,"EGP 10,885.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001107
Casio - Vintage,Vintage,Casio,"EGP 3,995.00",Unisex,China,Quartz,Resin / Black chrome plated,"Stainless Steel ,Adjustable Clasp",Resin,A168WGG-1ADF
MVMT - Bloom,Bloom,Unknown,"EGP 3,895.00",Unisex,Unknown,Unknown,Stainless steel,Stainless steel,Mineral,D-FR01-TIRGW
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 8,570.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 8,570.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Calvin Klein - CK City,Unknown,Unknown,"EGP 7,910.00",Unisex,Switzerland,Unknown,Stainless Steel,Leather,Mineral,K2G2G1CD
Calvin Klein - CK Highno / CK high noon,Unknown,Unknown,"EGP 10,550.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - General,General,Unknown,"EGP 5,625.00",Unisex,China,Unknown,Plastic,Resin,Resin,AQ-S810WC-3AVDF
Casio - EDIFICE,Unknown,Unknown,"EGP 13,995.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Casio - G,G-Shock,Casio,"EGP 8,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100B-4ADR
Casio - G,G-Shock,Casio,"EGP 8,495.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100B-7ADR
Casio - G,G-Shock,Casio,"EGP 9,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-100CF-1ADR
Casio - G,G-Shock,Casio,"EGP 9,295.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110-1ADR
Casio - G,G-Shock,Casio,"EGP 10,450.00",Men,China,Quartz,Resin,Resin,Mineral,GA-110RG-1ADR
Casio - G,Unknown,Unknown,"EGP 8,450.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tommy Hilfiger - Brooklyn,Unknown,Unknown,"EGP 10,255.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - YA126.4075,Unknown,Unknown,"EGP 71,110.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lacoste - Fidji,Fidji,Unknown,"EGP 10,885.00",Unisex,China,Unknown,Stainless Steel,Silicone,Mineral,2010715
Boss Black - HB151.3648,Denim,boss,"EGP 13,610.00",Men,China,Quartz,Stainless steel,Embossed crocodile pattern calfskin leather,Mineral,1513648
Hugo Boss - Solgrade,Solgrade,Hugo Boss,"EGP 19,900.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1514030
Hugo Boss - Solgrade,Solgrade,Hugo Boss,"EGP 20,900.00",Men,Unknown,Quartz,Stainless Steel,Stainless Steel,Mineral,1514032
Hugo Boss - Classic,Classic,Hugo Boss,"EGP 13,990.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1514049
Hugo Boss - Velocity,Velocity,Hugo Boss,"EGP 18,470.00",Men,Unknown,Quartz,Stainless Steel,Silicone,Mineral,1514060
Gucci - G,Unknown,Unknown,"EGP 78,650.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Gucci - G,G-Timeless,Gucci,"EGP 123,110.00",Men,Switzerland,Automatic,Stainless Steel,Leather,Unknown,YA126.380
Gucci - G,G-Timeless,Gucci,"EGP 120,830.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass with anti-reflecting coating,YA126.388
Gucci - G,G-Timeless,Gucci,"EGP 128,810.00",Men,Switzerland,Automatic,Stainless Steel With Gold-Plated Bezel,Stainless Steel,Sapphire glass with anti-reflecting coating,YA126.390
Gucci - G,G-Flat,Gucci,"EGP 145,910.00",Unisex,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass With Anti Reflective Coating,YA166.403
Gucci - G,G-Timeless,Gucci,"EGP 67,250.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Sapphire glass,YA126.4079
Gucci - G,G-Timeless,Gucci,"EGP 82,070.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire Crystal,YA126.4153
Gucci - G,G-Timeless,Gucci,"EGP 79,310.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4154
Gucci - G,G-Timeless,Gucci,"EGP 87,200.00",Women,Switzerland,Quartz,Stainless Steel - Yellow Gold,Stainless Steel - Yellow Gold,Scratch Resistant Sapphire,YA126.4155
Gucci - G,G-Timeless,Gucci,"EGP 71,110.00",Women,Switzerland,Quartz,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4166
Gucci - G,G-Timeless,Gucci,"EGP 117,410.00",Unisex,Switzerland,Automatic,Stainless Steel,Stainless Steel,Scratch Resistant Sapphire,YA126.4176
Gucci - G,G-Timeless,Gucci,"EGP 93,470.00",Unisex,Switzerland,Quartz,Stainless Steel with yellow gold-plated bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA126.4233
Gucci - G,G-Timeless,Gucci,"EGP 82,070.00",Men,Switzerland,Quartz,Stainless Steel,Stainless Steel,Sapphire glass with anti reflective coating,YA126.4234
Gucci - Dive,Dive,Gucci,"EGP 84,920.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Rubber,Scratch Resistant Sapphire,YA136.204B
Gucci - Dive XL,Dive XL,Gucci,"EGP 91,190.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.208A
Gucci - Dive,Dive,Gucci,"EGP 73,800.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.301A
Gucci - Dive,Dive,Gucci,"EGP 81,980.00",Men,Switzerland,Quartz,Stainless Steel & Uni Directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.336
Gucci - Dive,Dive,Gucci,"EGP 76,550.00",Men,Switzerland,Quartz,Stainless Steel & Green Rubber Crown,Textile,Scratch Resistant Sapphire,YA136.339
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 113,990.00",Men,Switzerland,Automatic,Stainless Steel & Uni-directional Bezel,Rubber,Scratch Resistant Sapphire,YA136.349
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 103,280.00",Men,Switzerland,Automatic,Stainless Steel,Rubber,Scratch Resistant Sapphire,YA136.352
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 120,830.00",Unisex,Switzerland,Quartz,Stainless Steel & Uni-directional Bezel,Stainless Steel,Scratch Resistant Sapphire,YA136.353
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 120,830.00",Men,Switzerland,Automatic,Stainless Steel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.353A
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 117,630.00",Unisex,Switzerland,Automatic,Stainless Steel & Uni-directional Bezel,Stainless Steel,Sapphire Crystal Glass,YA136.354
Gucci - Dive Automatic,Gucci Automatic,Gucci,"EGP 131,190.00",Unisex,Switzerland,Automatic,Stainless Steel With Gold Plated Uni-directional Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.357
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 131,190.00",Men,Switzerland,Automatic,Stainless Steel With Gold Plated Uni-directional Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.357A
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 102,490.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.359
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 102,490.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Bezel,Stainless Steel,Sapphire glass with anti reflective coating,YA136.360
Gucci - Dive Automatic,Dive Automatic,Gucci,"EGP 109,330.00",Men,Switzerland,Automatic,Stainless Steel With Uni-directional Ceramic Bezel,Stainless Steel,Sapphire glass with anti-reflective coating,YA136.362
Frederique Constant - Classics Slimline Ladies Moonphase,Classics Slimline Ladies Moonphase,Frederique Constant,"EGP 68,390.00",Women,Switzerland,Quartz,Stainless steel,Stainless steel,Mineral,FC-206MPND1S3B
Frederique Constant - Classics,Classics,Frederique Constant,"EGP 33,850.00",Men,Switzerland,Quartz,Stainless Steel,Leather,Anti-Reflective Sapphire Crystal,FC-220DGS5B6
Frederique Constant Classics - FC,Classics,Frederique Constant,"EGP 42,310.00",Women,Switzerland,Quartz,Stainless steel,Calf leather with crocodile pattern,Sapphire crystal,FC-220MS3B4
Frederique Constant - Classics Slimline Gents Small Seconds,Classics Slimline Gents Small Seconds,Frederique Constant,"EGP 52,330.00",Men,Switzerland,Quartz,Stainless steel,Calf leather with crocodile pattern,Mineral,FC-245M5S5
Frederique Constant - Highlife Chronograph Automatic,Highlife Chronograph Automatic,Frederique Constant,"EGP 204,900.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Sapphire Crystal,FC-391WN4NH6
Frederique Constant - Classics Slimline Heart Beat Automatic,Classics Slimline Heart Beat Automatic,Frederique Constant,"EGP 109,660.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-312S4S6
Frederique Constant - Classics Slimline Heart Beat Automatic,Classics Slimline Heart Beat Automatic,Frederique Constant,"EGP 103,680.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-312S4S6
Frederique Constant - Highlife Heart Beat Automatic,Highlife Heart Beat Automatic,Frederique Constant,"EGP 119,690.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-310N4NH6B
Frederique Constant - Quartz Chronograph Triple Calendar,Quartz Chronograph Triple Calendar,Frederique Constant,"EGP 74,090.00",Men,Switzerland,Quartz,Rose gold - Stainless steel,Calf leather with crocodile pattern,Unknown,FC-296SW5B4
Frederique Constant - Automatic Cosc,Automatic Cosc,Frederique Constant,"EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303BL3NH6B
Frederique Constant - Highlife Automatic Cosc,Highlife Automatic Cosc,Frederique Constant,"EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303C3NH6B
Frederique Constant - Highlife Automatic Cosc,Highlife Automatic Cosc,Frederique Constant,"EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303C3NH6B
Frederique Constant - Classics Automatic,Classics Automatic,Frederique Constant,"EGP 55,850.00",Men,Switzerland,AUTOMATIC,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-303MCK5B6
Frederique Constant - Classics Index Automatic,Classics Index Automatic,Frederique Constant,"EGP 56,990.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303NS5B6
Frederique Constant - Classics Index Automatic,Classics Index Automatic,Frederique Constant,"EGP 74,090.00",Men,Switzerland,Automatic,Stainless steel - Rose gold,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303NV5B4
Frederique Constant - Runabout Automatic,Runabout Automatic,Frederique Constant,"EGP 84,620.00",Men,Switzerland,Automatic,Stainless steel,Leather,Unknown,FC-303RMB5B6
Frederique Constant - Highlife Automatic Cosc,Highlife Automatic Cosc,Frederique Constant,"EGP 137,930.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with nubuck finishing and crocodile pattern,Unknown,FC-303N3NH4
Frederique Constant - Runabout Automatic,Runabout Automatic,Frederique Constant,"EGP 105,780.00",Men,Switzerland,Automatic,Stainless Steel - Rose Gold,Leather - Folding buckle with push buttons,Sapphire Crystal - Anti-reflective coating deflects light,FC-303RMS5B4
Frederique Constant - Highlife Automatic Cosc,Highlife Automatic Cosc,Frederique Constant,"EGP 113,890.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Unknown,FC-303S3NH26B
Frederique Constant - Highlife Automatic Cosc,Highlife Automatic Cosc,Frederique Constant,"EGP 137,930.00",Men,Switzerland,Automatic,Stainless steel - Rose gold,Stainless steel & Rose gold,Unknown,FC-303V4NH2B
Frederique Constant - Highlife Ladies Automatic,Highlife Ladies Automatic,Frederique Constant,"EGP 143,630.00",Women,Switzerland,Automatic,Stainless steel - Yellow gold,Stainless steel - Yellow gold,Unknown,FC-303VD2NH5B
Frederique Constant - Classics Heart Beat Automatic,Classics Heart Beat Automatic,Frederique Constant,"EGP 79,790.00",Men,Switzerland,Automatic,Stainless steel,Calf leather with crocodile pattern,Unknown,FC-310MCK5B6
Frederique Constant - Ladies Automatic Heart Beat,Ladies Automatic Heart Beat,Frederique Constant,"EGP 155,030.00",Women,Switzerland,Automatic,Stainless steel Rose gold,Stainless steel Rose gold,Unknown,FC-310MPGRD2NH4B
Frederique Constant - Ladies Automatic Heart Beat,Ladies Automatic Heart Beat,Frederique Constant,"EGP 148,190.00",Women,Switzerland,Automatic,Stainless steel Rose Gold,Stainless steel Rose Gold,Unknown,FC-310MPWD2NH4B
Frederique Constant - Heart Beat Automatic,Heart Beat Automatic,Frederique Constant,"EGP 105,780.00",Men,Switzerland,Automatic,Silver,Stainless Steel - Fold Over Clasp with Push Buttons,Sapphire Crystal - Anti-Reflective coating deflects light and shatter resistant,FC-310S4NH6B
Frederique Constant - Heart Beat Automatic,Heart Beat Automatic,Frederique Constant,"EGP 132,230.00",Men,Switzerland,Automatic,Stainless steel Rose gold,Calf leather with crocodile pattern,Unknown,FC-310V4NH4
Frederique Constant - Heart Beat Automatic,Heart Beat Automatic,Frederique Constant,"EGP 131,090.00",Women,Switzerland,Automatic,Stainless steel & Rose gold,Stainless steel & Rose gold,Unknown,FC-310VD2NH2B
Hugo Boss - Corporal,Corporal,Hugo Boss,"EGP 14,510.00",Men,China,Quartz,Unknown,Leather Brown,Unknown,1513640
Hugo Boss - Spirit,Spirit,Hugo Boss,"EGP 14,510.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral Crystal,1513691
Hugo Boss - Spirit,Unknown,Unknown,"EGP 14,510.00",Unisex,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hugo Boss - Black Ocean Edition,Black Ocean Edition,Hugo Boss,"EGP 19,965.00",Men,Unknown,Quartz,Stainless steel,Stainless steel,Mineral Crystal,1513701
Hugo Boss - Pioneer,Pioneer,Hugo Boss,"EGP 15,595.00",Men,Unknown,Quartz,Stainless Steel,Leather,Mineral,1513708
Lacoste - 12.12,12.12,Lacoste,"EGP 5,900.00",Women,China,Quartz,Plastic,Silicone,Mineral,2001362
Lacoste - Santorini,Santorini,Lacoste,"EGP 9,500.00",Women,China,Quartz,Stainless Steel,Stainless Steel,Mineral,2001370
Frederique Constant - Classics,Classics,Frederique Constant,"EGP 52,890.00",Men,Switzerland,Automatic,Stainless Steel,Calf leather with crocodile pattern,Mineral,FC-303MC5B6
Frederique Constant - Classics,Classics,Frederique Constant,"EGP 51,290.00",Men,Switzerland,Quartz,Stainless Steel,Calf leather with crocodile pattern,Mineral,FC-270SW4P26
Frederique Constant - Classics,Classics,Frederique Constant,"EGP 56,990.00",Men,Switzerland,Automatic,Stainless Steel,Leather,Mineral,FC-303NB5B6
Casio - G,G-Shock,Casio,"EGP 18,995.00",Men,China,Quartz,Stainless Steel,Resin,Mineral,GM-110BB-1ADR
Casio - G,G-Shock,Casio,"EGP 12,995.00",Men,China,Quartz,Resin,Resin,Mineral,GX-56TU-1A5DR
Casio - G,G-SQUAD,Casio,"EGP 13,695.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GBD-300-1DR
Casio - G,G-Shock -  G-SQUAD,Casio,"EGP 13,695.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GBD-300-7DR
Casio - G,G-Shock,Casio,"EGP 21,495.00",Men,Unknown,Quartz,Stainless steel,Resin,Mineral,GBM-2100A-1A2DR
Casio - G,G-Shock,Casio,"EGP 17,995.00",Women,Unknown,Quartz,Stainless steel,Resin,Mineral,GM-S2110PG-4ADR
Casio - G,G-Shock,Casio,"EGP 21,495.00",Men,Unknown,Quartz,Stainless steel,Resin,Mineral,GBM-2100A-1A3DR
Casio - G,G-Shock,Casio,"EGP 10,450.00",Men,Unknown,Quartz,Resin,Resin,Mineral,GD-B500-1DR
D1 Milano - Pure Blue,Pure Blue,D1 Milano,"EGP 25,990.00",Unisex,China,Quartz,Ceramic,Blue Ceramic,"Sapphire, Anti-Reflective Coating",CEBU03
D1 Milano - Pure Green,Pure Green,D1 Milano,"EGP 25,990.00",Unisex,China,Quartz,Ceramic,Bottle green ceramic,"Sapphire, Anti-Reflective Coating",CEBU04
D1 Milano - Mirror,Mirror,D1 Milano,"EGP 23,490.00",Unisex,China,Quartz,Stainless Steel 316L,Stainless Steel 316L,Sapphire Glass with blue Anti-Reflective Coating,UTBU07
D1 Milano - Ash,Ash,D1 Milano,"EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver and light Gun Metal Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBU06
D1 Milano - Ocean,Ocean,D1 Milano,"EGP 22,990.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBU01
D1 Milano - Petite Moss,Petite Moss,D1 Milano,"EGP 22,990.00",Women,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBL11
D1 Milano - Silver,Silver,D1 Milano,"EGP 20,360.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",SQBJ01
D1 Milano - Titanium,Titanium,D1 Milano,"EGP 23,490.00",Men,China,Quartz,Stainless Steel with Titanium PVD,Stainless Steel with Titanium PVD,"Sapphire, Anti-Reflective Coating",SQBJ02
D1 Milano - Geo,Geo,D1 Milano,"EGP 22,990.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ09
D1 Milano - Midnight,Midnight,D1 Milano,"EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Blue Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ21
D1 Milano - Antracite,Antracite,D1 Milano,"EGP 23,490.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Gun Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ22
D1 Milano - Black DLC,Black DLC,D1 Milano,"EGP 25,990.00",Men,China,Quartz,Stainless Steel 316L covered in Black DLC,Stainless Steel 316L covered in Black DLC,Sapphire Glass with blue Anti-Reflective Coating,UTBJ31
D1 Milano - Scarabeo,Scarabeo,D1 Milano,"EGP 22,990.00",Unisex,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ37
D1 Milano - Re_Gun,Re_Gun,D1 Milano,"EGP 23,490.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Gun Metal Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ41
D1 Milano - Re_Silver,Re_Silver,D1 Milano,"EGP 22,990.00",Men,China,Quartz,"316L Stainless Steel, Brushed and Polished",Silver Stainless Steel,"Sapphire, Anti-Reflective Coating",UTBJ40
D1 Milano - Shadow,Shadow,D1 Milano,"EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating - Hidden Butterfly Clasp",Mineral,PHBJSH
D1 Milano - Neptune Blue,Neptune Blue,D1 Milano,"EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Blue Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ09
D1 Milano - Fossil Grey,Fossil Grey,D1 Milano,"EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Grey Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ08
D1 Milano - Petrol Blast,Petrol Blast,D1 Milano,"EGP 15,990.00",Men,China,Quartz,"Polycarbonate, Soft-Touch Coating","Polycarbonate, Soft-Touch Coating","Mineral, Anti-Reflective Coating",PHBJ06
Casio - G,G-Shock,Casio,"EGP 25,995.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,GST-B500D-1ADR
Casio - G,G-Shock,Casio,"EGP 10,995.00",Unisex,China,Quartz,Resin,Resin,Mineral,GMA-S2140RX-7ADR
Calvin Klein - Infinite,Infinite,Calvin Klein,"EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200380
Calvin Klein - Infinite,Infinite,Calvin Klein,"EGP 11,950.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,25200379
Calvin Klein - Infinite,Infinite,Calvin Klein,"EGP 13,950.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,25200377
Tommy Hilfiger - Simone,Simone,Tommy Hilfiger,"EGP 6,900.00",Men,China,Quartz,Plastic,Rubber,Mineral,178.2689
Tommy Hilfiger - Legend,Legend,Tommy Hilfiger,"EGP 12,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0569
Tommy Hilfiger - Legend,Legend,Tommy Hilfiger,"EGP 13,500.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,171.0570
Tommy Hilfiger - Legend,Legend,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0565
Lacoste - Mini Tennis,Mini Tennis,Lacoste,"EGP 4,900.00",Women,China,Quartz,Plastic,Silicone,Mineral,2030054
Casio - G,G-Shock,Casio,"EGP 20,450.00",Women,China,Quartz,Stainless Steel,Resin,Mineral,GM-S2100BC-1ADR
Casio - G,G-Shock,Casio,"EGP 21,750.00",Unisex,China,Quartz,Stainless Steel,Resin,Mineral,GM-110CL-6ADR
Casio - G,G-Shock,Casio,"EGP 11,195.00",Men,China,Quartz,Resin,Resin,Mineral,GA-B2100BNR-1ADR
Casio - G,G-Shock,Casio,"EGP 8,795.00",Men,China,Quartz,Resin,Resin,Mineral,GA-2100RGB-1ADR
Casio - G,G-Shock,Casio,"EGP 10,295.00",Men,China,Quartz,Black,Resin,Mineral,GA-100RC-1ADR
Calvin Klein - Tonneau,Tonneau,Calvin Klein,"EGP 13,950.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,25200306
Tommy Hilfiger - Wynwood,Wynwood,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Plated Stainless Steel,Silicone,Mineral,171.0583
Tommy Hilfiger - Legend,Legend,Tommy Hilfiger,"EGP 11,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,171.0566
Tommy Hilfiger - Paige,Paige,Tommy Hilfiger,"EGP 12,805.00",Women,China,Quartz,Plated Stainless Steel,Plated Stainless Steel,Mineral,178.2545
Hugo Boss - Smash,Smash,Hugo Boss,"EGP 8,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB153.0134
Calvin Klein - Force,Force,Calvin Klein,"EGP 13,950.00",Men,China,Qyartz,Stainless Steel,Stainless Steel,Mineral,25200264
Frederique Constant - Classics,Classics,Frederique Constant,"EGP 59,270.00",Men,Switzerland,Automatic,Stainless steel,Stainless steel,Mineral,FC-303NN5B6B
Hugo Boss - Runner,Runner,Hugo Boss,"EGP 19,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,HB151.4169
Hugo Boss - Skytraveller,Skytraveller,Hugo Boss,"EGP 19,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4149
Hugo Boss - Runner,Runner,Hugo Boss,"EGP 17,900.00",Men,China,Quartz,Stainless Steel,Rubber,Mineral,HB151.4141
Hugo Boss - Runner,Runner,Hugo Boss,"EGP 19,900.00",Men,China,Quartz,Plated Stainless Steel,Rubber,Mineral,HB151.4142
Hugo Boss - Contender,Contender,Hugo Boss,"EGP 12,900.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4125
Hugo Boss - Walker,Walker,Hugo Boss,"EGP 13,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB151.4136
Hugo Boss - Dean,Dean,Hugo Boss,"EGP 11,500.00",Men,China,Quartz,Stainless Steel,Leather,Mineral,HB151.4160
Hugo Boss - Brave,Brave,Hugo Boss,"EGP 15,900.00",Men,China,Quartz,Stainless Steel,Stainless Steel,Mineral,HB153.0350
Hugo Boss - Lit for Him,Lit for Him,Hugo Boss,"EGP 5,900.00",Men,China,Quartz,Resin,Silicone,Mineral,HB153.0344
Hugo Boss - Lit for Him,Lit for Him,Hugo Boss,"EGP 5,900.00",Men,China,Quartz,Resin,Silicone,Mineral,HB153.0345
